DateTime,x(m),y(m),z(m),vx(m/s),vy(m/s),vz(m/s)
--------------------------,---------------,----------------,---------------,------------,------------,------------
2030-11-14 08:00:00.000000,-1958276.933509,-7105636.100295,-779825.172261,-825.359724,852.143060,-7157.786102
2030-11-14 08:01:00.000000,-2004319.963071,-7042021.036288,-1207662.721243,-709.029496,1267.479418,-7099.306018
2030-11-14 08:02:21.254160,-2055422.625320,-6916491.813446,-1779997.291210,-548.268914,1820.224902,-6980.731303
2030-11-14 08:03:39.241154,-2092074.837054,-6754273.584464,-2318603.556605,-391.332902,2337.512804,-6825.288069
2030-11-14 08:04:57.880906,-2116567.874841,-6550455.073859,-2847862.977593,-231.372873,2843.194490,-6628.467887
2030-11-14 08:06:16.589147,-2128448.303551,-6307358.834566,-3360544.742997,-70.449368,3330.619459,-6392.566172
2030-11-14 08:07:35.426012,-2127647.824648,-6026230.196983,-3853964.558292,90.671935,3797.526299,-6118.811474
2030-11-14 08:08:54.354256,-2114153.669078,-5708825.885914,-4324910.768034,251.031784,4241.163922,-5808.888430
2030-11-14 08:10:13.349001,-2088041.446784,-5357112.825552,-4770403.673468,409.705648,4659.007709,-5464.646893
2030-11-14 08:11:32.381114,-2049473.863937,-4973309.772019,-5187612.957841,565.774920,5048.672223,-5088.144024
2030-11-14 08:12:51.419612,-1998700.815688,-4559865.458632,-5573897.184554,718.337042,5407.940031,-4681.626128
2030-11-14 08:14:10.428800,-1936061.051543,-4119458.802694,-5926814.902837,866.505460,5734.764335,-4247.533548
2030-11-14 08:15:29.372603,-1861978.273049,-3654958.485552,-6244169.748671,1009.423586,6027.303823,-3788.466963
2030-11-14 08:16:48.208407,-1776964.640828,-3169437.905474,-6524007.977041,1146.259386,6283.914325,-3307.209533
2030-11-14 08:18:06.886620,-1681621.094738,-2666159.657074,-6764648.264545,1276.212247,6503.171669,-2806.720460
2030-11-14 08:19:25.349501,-1576637.632557,-2148560.476883,-6964710.397245,1398.519664,6683.894827,-2290.130198
2030-11-14 08:20:43.524244,-1462801.537808,-1620271.345130,-7123135.969487,1512.457216,6825.163645,-1760.772049
2030-11-14 08:22:01.298930,-1341035.844458,-1085254.681645,-7239208.235616,1617.321753,6926.339452,-1222.333817
2030-11-14 08:23:18.497669,-1212450.037284,-547946.412713,-7312647.093898,1712.432064,6987.159021,-679.020009
2030-11-14 08:24:34.762358,-1078564.452087,-14031.844123,-7343768.231670,1797.053491,7007.902977,-136.366938
2030-11-14 08:25:53.338623,-934266.270765,536114.252204,-7332403.123568,1873.986576,6987.932013,425.931578
2030-11-14 08:27:11.990870,-784201.521837,1083559.199292,-7276752.502822,1940.052133,6925.645910,988.938240
2030-11-14 08:28:30.341324,-629989.057176,1622379.160844,-7177384.905312,1994.498678,6821.445186,1546.787892
2030-11-14 08:29:48.421057,-472520.911985,2149582.907367,-7035099.102143,2037.040110,6675.873697,2096.547858
2030-11-14 08:31:06.205561,-312810.737963,2661888.521413,-6851011.169243,2067.411206,6489.764203,2634.915591
2030-11-14 08:32:23.678823,-151864.152109,3156190.389305,-6626495.760490,2085.423117,6264.183959,3158.695394
2030-11-14 08:33:40.827882,9318.131231,3629540.229606,-6363173.841662,2090.959878,6000.433217,3664.777296
2030-11-14 08:34:57.640345,169742.115829,4079149.289216,-6062904.119386,2083.979193,5700.047243,4150.138914
2030-11-14 08:36:14.106516,328431.668970,4502417.894692,-5727759.142297,2064.513750,5364.782926,4611.878353
2030-11-14 08:37:30.217769,484431.591197,4896940.448695,-5360013.099701,2032.671950,4996.616780,5047.222796
2030-11-14 08:38:45.968263,636817.250513,5260527.345284,-4962114.702910,1988.637550,4597.727372,5453.557375
2030-11-14 08:40:01.354162,784698.585821,5591210.504770,-4536669.536830,1932.669188,4170.486284,5828.438051
2030-11-14 08:41:16.372241,927222.693207,5887246.361646,-4086427.587769,1865.100721,3717.453127,6169.602831
2030-11-14 08:42:31.020110,1063579.483201,6147126.025507,-3614262.473776,1786.340399,3241.360880,6474.992254
2030-11-14 08:43:45.296446,1193006.946386,6369583.160550,-3123149.303853,1696.869102,2745.098290,6742.768620
2030-11-14 08:44:59.196406,1314788.192256,6553588.542923,-2616175.198773,1597.244438,2231.723650,6971.319684
2030-11-14 08:46:12.712473,1428259.135987,6698366.460737,-2096515.680715,1488.099258,1704.442483,7159.288185
2030-11-14 08:47:25.826921,1532804.214195,6803397.327475,-1567468.512362,1370.152181,1166.641751,7305.583338
2030-11-14 08:48:38.488256,1627837.685698,6868433.012528,-1032608.674742,1244.250592,622.046051,7409.398307
2030-11-14 08:49:50.566069,1712780.268276,6893586.014044,-496106.071477,1111.466565,75.038963,7470.297416
2030-11-14 08:51:03.481959,1788703.869110,6878765.635329,49524.715422,969.880487,-481.849188,7488.381035
2030-11-14 08:52:15.977216,1853716.130309,6823751.784040,591720.454152,822.680526,-1035.593798,7462.379738
2030-11-14 08:53:28.546350,1907900.221095,6728580.267180,1130978.452557,669.778775,-1586.456435,7392.154856
2030-11-14 08:54:40.861116,1950684.287826,6594207.189144,1661684.868993,512.807622,-2128.430044,7278.232676
2030-11-14 08:55:52.995099,1981916.095258,6421479.617583,2181289.738858,352.611296,-2658.619266,7121.261638
2030-11-14 08:57:04.965520,2001460.872611,6211506.764746,2686898.450605,190.173292,-3173.768647,6922.206497
2030-11-14 08:58:16.797492,2009248.300651,5965565.868110,3175759.987063,26.474454,-3670.770598,6682.277154
2030-11-14 08:59:28.515921,2005267.198593,5685109.090262,3645218.437141,-137.495959,-4146.624987,6402.932796
2030-11-14 09:00:40.144942,1989565.590970,5371759.505094,4092720.643067,-300.745409,-4598.455774,6085.876160
2030-11-14 09:01:51.708013,1962250.797701,5027304.546423,4515828.498748,-462.284873,-5023.531834,5733.043911
2030-11-14 09:03:03.230078,1923487.904225,4653677.147246,4912241.959339,-621.140245,-5419.297656,5346.582875
2030-11-14 09:04:14.733655,1873500.678090,4252966.455264,5279786.409510,-776.349978,-5783.367341,4928.855502
2030-11-14 09:05:26.239411,1812571.739489,3827409.104094,5616429.360773,-926.973141,-6113.547266,4482.424792
2030-11-14 09:06:37.769478,1741038.909882,3379360.231647,5920306.853208,-1072.102805,-6407.866728,4010.016828
2030-11-14 09:07:49.341032,1659300.209410,2911322.880694,6189705.653986,-1210.859060,-6664.564177,3514.544079
2030-11-14 09:09:00.972772,1567806.530424,2425897.414742,6423102.752105,-1342.408492,-6882.127954,2999.044142
2030-11-14 09:10:12.678973,1467066.954080,1925808.529515,6619153.964105,-1465.958686,-7059.286664,2466.700140
2030-11-14 09:11:24.470688,1357646.831246,1413886.327414,6776714.363152,-1580.767493,-7195.029186,1920.812652
2030-11-14 09:12:36.350582,1240175.025259,893090.130397,6894845.731556,-1686.142422,-7288.612320,1364.817223
2030-11-14 09:13:48.311607,1115346.559012,366503.458812,6972843.617402,-1781.449079,-7339.586157,802.271436
2030-11-14 09:15:00.313107,983966.516903,-162510.432482,7010262.483953,-1866.096100,-7347.825562,237.013722
2030-11-14 09:16:12.720059,846104.214137,-693551.245554,7006867.564871,-1939.978540,-7313.285614,-330.307496
2030-11-14 09:17:25.543746,702476.814052,-1223569.205747,6962167.840621,-2002.560686,-7235.838831,-896.239206
2030-11-14 09:18:38.531737,554391.257222,-1747583.226779,6876290.823725,-2053.213209,-7116.140708,-1455.299908
2030-11-14 09:19:51.733001,402609.503201,-2262841.625945,6749581.887980,-2091.689631,-6954.961204,-2004.428284
2030-11-14 09:21:05.152143,248004.874783,-2766308.305860,6582645.918141,-2117.782126,-6753.367829,-2540.301051
2030-11-14 09:22:18.798347,91460.858888,-3255035.653210,6376314.809658,-2131.363726,-6512.662980,-3059.733198
2030-11-14 09:23:32.678890,-66120.507670,-3726135.703438,6131653.777285,-2132.384217,-6234.384878,-3559.648325
2030-11-14 09:24:45.543854,-221161.127639,-4169363.561348,5855022.955586,-2121.168928,-5925.895726,-4029.227876
2030-11-14 09:26:00.090910,-378477.191384,-4598337.777112,5537568.126117,-2097.358480,-5577.616731,-4482.969720
2030-11-14 09:27:14.674267,-533637.124124,-5000382.989436,5187189.994010,-2061.351048,-5198.602036,-4907.558593
2030-11-14 09:28:29.538499,-686233.839767,-5374447.448111,4804818.841205,-2013.324804,-4790.080060,-5302.034143
2030-11-14 09:29:44.645026,-835276.343173,-5718016.948094,4392793.426364,-1953.621547,-4354.765411,-5663.925535
2030-11-14 09:30:59.997838,-979880.608709,-6028983.313911,3953439.445177,-1882.630851,-3895.297870,-5991.222577
2030-11-14 09:32:15.588710,-1119163.127132,-6305376.492931,3489323.877208,-1800.817306,-3414.510697,-6282.087235
2030-11-14 09:33:31.405899,-1252266.014870,-6545430.508686,3003199.770812,-1708.713164,-2915.366558,-6534.916687
2030-11-14 09:34:47.431622,-1378360.350038,-6747597.333582,2498007.866437,-1606.918689,-2400.954783,-6748.350659
2030-11-14 09:36:03.636476,-1496646.686176,-6910561.753118,1976899.277472,-1496.108146,-1874.510274,-6921.278953
2030-11-14 09:37:19.977320,-1606364.625783,-7033277.553128,1443233.883171,-1377.032570,-1339.407830,-7052.870507
2030-11-14 09:38:36.373032,-1706777.073422,-7114991.431681,900730.232829,-1250.559449,-799.307784,-7142.587448
2030-11-14 09:39:52.651863,-1797142.654064,-7155335.605337,353817.848165,-1117.772405,-258.496256,-7190.265775
2030-11-14 09:41:10.121539,-1878321.812870,-7154124.855547,-203709.837812,-977.085103,289.244101,-7196.043856
2030-11-14 09:42:27.598813,-1948408.203247,-7110632.173884,-760088.064493,-831.360886,832.463609,-7159.270024
2030-11-14 09:43:45.484072,-2007315.347227,-7024767.169184,-1314877.215622,-680.676098,1370.928192,-7080.054181
2030-11-14 09:45:03.787123,-2054570.947418,-6896562.161431,-1864781.168265,-525.830316,1901.637273,-6958.564362
2030-11-14 09:46:22.234217,-2089652.140769,-6726963.898665,-2404541.690348,-368.221978,2419.754978,-6795.823755
2030-11-14 09:47:40.843221,-2112335.136006,-6516870.912744,-2931032.144062,-208.696128,2922.550766,-6592.791539
2030-11-14 09:48:59.587448,-2122451.040496,-6267525.191831,-3440894.754906,-48.191060,3407.099817,-6350.722475
2030-11-14 09:50:18.444681,-2119916.715270,-5980423.494080,-3930908.548588,112.363803,3870.629428,-6071.080420
2030-11-14 09:51:37.389398,-2104733.658888,-5657328.739591,-4397961.669651,272.037318,4310.483740,-5755.548383
